id,title,score,comments,time
49604870,"There's a new ""Google Jail"" for independent wikis",189,62,2026-09-08 01:57:23
49605767,Mistral raises €3B,501,352,2026-09-08 05:06:23
49605511,Arm Mali G2-Ultra NX GPU: desktop-class mobile gameplay with AI-native graphics,48,30,2026-09-08 04:06:20
49570411,End-to-end infrastructure for training and inferencing open weight models,10,0,2026-09-04 21:25:49
49575515,Trusting-Trust Attack against an Entire Linux Distribution,213,47,2026-09-05 11:25:18
49568162,Show HN: Jigsaw Haiku,99,29,2026-09-04 18:14:44
