id,title,score,comments,time
46426534,ManusAI Joins Meta,177,103,2025-12-29 22:24:22
46423290,Tesla's 4680 battery supply chain collapses as partner writes down deal by 99%,353,384,2025-12-29 17:57:03
46424200,AI is forcing us to write good code,139,100,2025-12-29 19:11:26
46384153,Incremental Backups of Gmail Takeouts,64,25,2025-12-25 12:59:55
46423566,List of domains censored by German ISPs,345,138,2025-12-29 18:21:30
46429842,AI Video Generation Made Easier with Wan 2.6,6,1,2025-12-30 05:23:42
46418966,Asking Gemini 3 to generate Brainfuck code results in an infinite loop,109,87,2025-12-29 09:40:09
