id,title,score,comments,time
46355548,Flock Exposed Its AI-Powered Cameras to the Internet. We Tracked Ourselves,364,332,2025-12-22 16:31:40
46359996,Lotusbail npm package found to be harvesting WhatsApp messages and contacts,210,136,2025-12-22 22:35:45
46355932,Uplane (YC F25) Is Hiring Founding Engineers (Full-Stack and AI),1,0,2025-12-22 17:00:34
46355888,Jimmy Lai Is a Martyr for Freedom,302,151,2025-12-22 16:56:35
46345205,How I protect my Forgejo instance from AI web crawlers,157,80,2025-12-21 14:46:53
