id,title,score,comments,time
46281944,JetBlue flight averts mid-air collision with US Air Force jet,174,79,2025-12-15 22:48:56
46284266,"8M users' AI conversations sold for profit by ""privacy"" extensions",309,100,2025-12-16 03:03:49
46280887,Secret Documents Show Pepsi and Walmart Colluded to Raise Food Prices,341,93,2025-12-15 21:24:06
46225406,Debugging TLS failures in distroless containers,11,0,2025-12-10 23:16:26
46274478,It seems that OpenAI is scraping [certificate transparency] logs,201,99,2025-12-15 13:48:03
46280080,A quarter of US-trained scientists eventually leave,132,156,2025-12-15 20:25:18
46268452,AI agents are starting to eat SaaS,363,362,2025-12-14 23:48:37
