id,title,score,comments,time
46545077,Google AI Studio is now sponsoring Tailwind CSS,462,163,2026-01-08 19:09:23
46542036,AI coding assistants are getting worse?,224,354,2026-01-08 15:20:15
46454160,Making Magic Leap past Nvidia's secure bootchain and breaking Tesla Autopilots,29,11,2026-01-01 13:58:45
46527706,Dell admits consumers don't care about AI PCs,411,308,2026-01-07 15:46:07
46544276,He was called a 'terrorist sympathizer.' Now his AI company is valued at $3B,84,73,2026-01-08 18:05:02
46544454,IBM AI ('Bob') Downloads and Executes Malware,231,108,2026-01-08 18:19:09
46548339,How Hackers Are Fighting Back Against ICE,30,2,2026-01-09 00:07:26
46484808,Show HN: I built a tool to create AI agents that live in iMessage,23,11,2026-01-04 04:10:06
