id,title,score,comments,time
46668021,Predicting OpenAI's ad strategy,485,411,2026-01-18 14:25:49
46614487,More sustainable epoxy thanks to phosphorus,78,35,2026-01-14 10:43:31
46666963,Starting from scratch: Training a 30M Topological Transformer,123,34,2026-01-18 11:39:14
46615530,Show HN: Run LLMs in Docker for any language without prebuilding containers,15,5,2026-01-14 12:59:33
46665169,Show HN: Figma-use – CLI to control Figma for AI agents,99,36,2026-01-18 05:55:48
46673994,High-speed train crash in southern Spain leaves at least 21 dead,4,0,2026-01-19 01:21:23
