id,title,score,comments,time
46345205,How I protect my Forgejo instance from AI web crawlers,56,38,2025-12-21 14:46:53
46322631,Evaluating chain-of-thought monitorability,60,19,2025-12-19 05:49:33
46346214,"Autoland saves King Air, everyone reported safe",230,142,2025-12-21 16:57:57
46339600,Show HN: Jmail – Google Suite for Epstein files,1435,334,2025-12-20 21:00:05
