id,title,score,comments,time
46629474,A letter to those who fired tech writers because of AI,111,65,2026-01-15 07:58:23
46629682,Raspberry Pi's New AI Hat Adds 8GB of RAM for Local LLMs,127,89,2026-01-15 08:23:02
46629191,Show HN: MailPilot – Freedom to go anywhere while your agents work,9,8,2026-01-15 07:20:02
46623195,The Influentists: AI hype without proof,227,153,2026-01-14 20:54:39
46551065,Show HN: Ever wanted to look at yourself in Braille?,26,13,2026-01-09 07:43:20
