id,title,score,comments,time
46393936,Experts Explore New Mushroom Which Causes Fairytale-Like Hallucinations,12,1,2025-12-26 17:07:53
46393906,ZJIT is now available in Ruby 4.0,16,1,2025-12-26 17:04:42
46392115,Rob Pike Goes Nuclear over GenAI,706,666,2025-12-26 14:08:47
46326281,"Sandbox: Run untrusted AI code safely, fast",7,0,2025-12-19 14:34:20
46390055,Building an AI agent inside a 7-year-old Rails monolith,88,40,2025-12-26 07:35:15
46394228,ICE's interest in high-tech gear raises new questions: 'What is it for?',59,47,2025-12-26 17:37:31
46363870,Show HN: GeneGuessr – a daily biology web puzzle,72,15,2025-12-23 09:40:37
46384565,Asahi Linux with Sway on the MacBook Air M2 (2024),254,297,2025-12-25 14:20:29
