id,title,score,comments,time
49626190,Shopify acquires Tailwind,1044,402,2026-09-09 13:27:11
49593896,"Samsung Debuts zHBM Prototype, Stacking Memory Directly on AI Accelerators",24,3,2026-09-07 04:27:29
49630253,AirPods 5,459,391,2026-09-09 17:39:24
49637435,Training a 3.8B LLM to 0.384 CORE for $998,81,13,2026-09-10 02:04:11
49628614,Understanding the recent DDoS attack against Read the Docs,191,61,2026-09-09 15:55:53
49573629,Microsoft says email spammers are adopting ASCII smuggling,60,32,2026-09-05 06:24:26
49639496,Show HN: Botbin.io – pastebin for AI agent artifacts,4,1,2026-09-10 07:00:22
49638353,OpenAI might have stolen another major proof,239,121,2026-09-10 04:19:48
