id,title,score,comments,time
46456797,Finland detains ship and its crew after critical undersea cable damaged,276,228,2026-01-01 18:46:07
46457027,Dell's version of the DGX Spark fixes pain points,96,44,2026-01-01 19:11:53
46455053,Sony PS5 ROM keys leaked – jailbreaking could be made easier with BootROM codes,240,77,2026-01-01 15:57:39
