id,title,score,comments,time
49597189,Smartphone makers don't bother to comply with EU repairability requirements,10,0,2026-09-07 11:46:37
49594008,"Show HN: Engrim – A universal, local-first SQLite memory engine for AI CLIs",46,11,2026-09-07 04:49:36
49587217,Research acceleration: The view inside OpenAI,185,134,2026-09-06 15:08:44
