id,title,score,comments,time
47009949,An AI Agent Published a Hit Piece on Me – More Things Have Happened,149,74,2026-02-14 00:37:53
47008560,OpenAI has deleted the word 'safely' from its mission,323,196,2026-02-13 22:17:06
47006513,I'm not worried about AI job loss,159,292,2026-02-13 19:13:04
47006843,"The ""AI agent hit piece"" situation clarifies how dumb we are acting",180,90,2026-02-13 19:41:42
46993587,"Show HN: Moltis – AI assistant with memory, tools, and self-extending skills",82,32,2026-02-12 19:15:21
46965833,Friendship Maintenance,5,0,2026-02-10 19:51:43
47000041,MinIO repository is no longer maintained,454,331,2026-02-13 07:46:03
46993345,Anthropic raises $30B in Series G funding at $380B post-money valuation,390,395,2026-02-12 18:58:56
47005081,CBP signs Clearview AI deal to use face recognition for 'tactical targeting',255,145,2026-02-13 17:13:01
47009327,IBM Triples Entry Level Job Openings. Finds Limits to AI,11,1,2026-02-13 23:34:09
