id,title,score,comments,time
49535284,"Mistral now trains on user input by default, except on enterprise tier",170,79,2026-09-02 12:30:39
49536375,"Three sites made 215,128 “best software” pages for AI. Perplexity cites them",139,77,2026-09-02 13:59:59
49535548,Aging Brains Blend Memories Together Instead of Just Forgetting Them,71,26,2026-09-02 12:59:09
49536114,Six curl CVEs after OpenAI and Anthropic came back with zero,92,30,2026-09-02 13:43:14
49536201,A third of Perplexity's citations don't contain the number they're cited for,45,9,2026-09-02 13:49:23
49507370,"AI, ex-Soviet engineers, and the Holy Grail of rocketry",7,0,2026-08-31 09:04:32
49534132,Quasar 438B: Europe's Leading AI Model,117,89,2026-09-02 10:02:41
49528895,Show HN: Weedout – Safari extension that hides YouTube AI-labeled videos,170,74,2026-09-01 22:06:57
49508225,You Know Who Hates AI? Insurance Claims Adjusters,127,113,2026-08-31 11:01:19
49522194,Praearcturus gigas: giant scorpion from Lower Devonian (Lochkovian) of Britain,8,2,2026-09-01 14:05:19
49526069,How accurate have Ed Zitron's AI skeptic predictions been?,817,933,2026-09-01 18:35:15
