id,title,score,comments,time
49285418,Nine PBS sues Iron Mountain over blocked access to archival data,298,166,2026-08-13 13:14:12
49290768,How Organizations Use AI: Evidence from ChatGPT [pdf],97,55,2026-08-13 19:25:38
49285327,"Choosing an AI model: one prompt, 11 models, different results",198,83,2026-08-13 13:05:29
49287153,Text AI watermarks will always be trivial to remove,117,132,2026-08-13 15:07:10
49288293,AI At Home Part 1: A Box Of Scraps,115,53,2026-08-13 16:22:05
49286270,Heart aerospace completes first flight of largest electric aircraft,128,129,2026-08-13 14:11:51
49293984,S.F.'s top-paid employee made $900K. Here's what every city worker gets paid,37,6,2026-08-14 02:01:59
