id,title,score,comments,time
49801324,OpenAI GPT–6 Astra breaks Enigma message that has resisted solution since 2005,265,252,2026-09-22 13:52:15
49802161,OpenAI is well positioned to fast-follow Jev,107,84,2026-09-22 14:42:59
49794193,Solitaire Alone Together,42,4,2026-09-21 22:16:34
49802030,"Muse, Meta's extraordinarily privileged AI assistant, has a serious 0-day",57,23,2026-09-22 14:35:15
49792342,Transformers Explained Visually,560,84,2026-09-21 19:43:49
49797982,I said no and Apple said yes,629,503,2026-09-22 08:04:55
49792067,"AI coding has made CI a bottleneck, so we reworked ours to keep up",298,365,2026-09-21 19:23:33
49799965,AI Has No Wisdom and Neither Will You,328,455,2026-09-22 12:11:09
49798597,Verda (Finland) raises $189M in Series B,79,34,2026-09-22 09:36:31
49787142,Python Workers are now generally available,260,40,2026-09-21 13:38:19
49800953,People Training OpenAI's AI Fired for Using AI to Train the AI,59,43,2026-09-22 13:27:29
