id,title,score,comments,time
47086181,The path to ubiquitous AI (17k tokens/sec),235,168,2026-02-20 10:32:52
47086980,Nvidia and OpenAI abandon unfinished $100B deal in favour of $30B investment,67,6,2026-02-20 12:04:35
47085370,Web Components: The Framework-Free Renaissance,47,31,2026-02-20 08:45:57
47031197,Defer available in gcc and clang,202,150,2026-02-16 05:27:35
47078324,"AI is not a coworker, it's an exoskeleton",322,368,2026-02-19 19:55:11
47082854,Pi for Excel: AI sidebar add-in for Excel,84,25,2026-02-20 02:20:06
47083145,An AI Agent Published a Hit Piece on Me – The Operator Came Forward,437,360,2026-02-20 03:05:08
47086170,SwiftUI Agent Skill: Build Better Views with AI,22,1,2026-02-20 10:31:17
47084904,That irritating feeling France was right – US makes Gaullism respectable again,16,2,2026-02-20 07:38:27
47082496,MuMu Player (NetEase) silently runs 17 reconnaissance commands every 30 minutes,286,112,2026-02-20 01:28:47
47038032,"Don't Trust the Salt: AI Summarization, Multilingual Safety, and LLM Guardrails",218,83,2026-02-16 17:57:46
47073947,Measuring AI agent autonomy in practice,107,49,2026-02-19 14:14:14
47086392,I'm Sick of This AI Shit [video],12,2,2026-02-20 10:59:26
