id,title,score,comments,time
47957294,The Zig project's rationale for their anti-AI contribution policy,444,229,2026-04-30 02:15:47
47952181,Copy Fail,1172,417,2026-04-29 18:13:53
47957101,Craig Venter has died,272,59,2026-04-30 01:44:56
47959513,DataCenter.FM – background noise app featuring the sound of the AI bubble,72,16,2026-04-30 07:52:12
47956739,Mike: open-source legal AI,148,65,2026-04-30 00:56:23
47956781,Joby kicks off NYC electric air taxi demos with historic JFK flight,73,185,2026-04-30 01:01:55
47962261,"Iran war disrupts the circuit board supply chain, raises costs for tech firms",6,1,2026-04-30 13:38:08
47960232,Copy-fail-destroyer: K8s remediation for CVE-2026-31431,11,6,2026-04-30 09:49:59
47951786,Ramp's Sheets AI Exfiltrates Financials,132,47,2026-04-29 17:44:21
47960525,Show HN: Throwaway – open-source disposable email checker and API,6,3,2026-04-30 10:34:06
