id,title,score,comments,time
49849985,Revealing the details of how OpenAI agents hacked Hugging Face,299,176,2026-09-25 21:09:27
49852065,One Piece of Flock Camera Data Put This Innocent Woman in Jail for 13 Days,89,25,2026-09-26 00:59:02
49842409,I wrote a ray tracer in Brainfuck,50,13,2026-09-25 10:08:41
49845977,U.S. appeals court upholds designation of Anthropic as supply chain risk,413,732,2026-09-25 15:29:25
49852131,"The Failed ""Hostage Theory"" of Nikole Hannah-Jones",7,1,2026-09-26 01:11:22
49842462,An airport cooled by natural ventilation,57,30,2026-09-25 10:16:50
49844896,Microsoft abandons personal AI chatbot race with Copilot reboot,96,86,2026-09-25 14:07:08
49848095,Meta's Muse appears to use an OpenAI model labeled muse-special,123,46,2026-09-25 18:18:06
49850999,FTC chair suggests AI developers should be liable for conduct of agents,33,9,2026-09-25 22:49:41
49851355,OpenAI’s Systems Went Rogue and Meddled With U.S. Government Websites,29,5,2026-09-25 23:22:18
