id,title,score,comments,time
48299753,YouTube to automatically label AI-generated videos,596,359,2026-05-27 20:00:51
48296794,I think Anthropic and OpenAI have found product-market fit,699,869,2026-05-27 16:39:13
48303599,RamAIn (YC W26) Is Hiring,1,0,2026-05-28 02:21:11
48299623,Rust (and Slint) on a Jailbroken Kindle,114,13,2026-05-27 19:51:47
48296649,DuckDuckGo search saw 28% more visits after Google said people love AI mode,713,355,2026-05-27 16:28:41
48300280,Show HN: Open-Source AI Racing Harness,24,4,2026-05-27 20:37:42
48295679,Tech CEOs are apparently suffering from AI psychosis,612,305,2026-05-27 15:20:47
48266323,Fully in-browser container builds,47,26,2026-05-25 13:00:27
48303273,"Zig 2026: No-AI Policy, $670K Foundation, Left GitHub and Why Zig Isn't 1.0 [video]",15,0,2026-05-28 01:40:24
48295071,"Show HN: Open-source Workspace (mail,docs,spreadsheet,drive) web/iOS",75,32,2026-05-27 14:36:41
48289950,"Claude Code as a Daily Driver: Claude.md, Skills, Subagents, Plugins, and MCPs",382,229,2026-05-27 05:13:39
48296359,Training our own AI models,195,136,2026-05-27 16:08:42
48303131,Justice Dept. Is Said to Open Criminal Inquiry of E. Jean Carroll,48,16,2026-05-28 01:23:49
48292224,I'm Tired of Talking to AI,1862,901,2026-05-27 10:43:25
