id,title,score,comments,time
48484584,AI agent runs amok in Fedora and elsewhere,203,55,2026-06-11 00:10:08
48478969,Cybersecurity researchers aren't happy about the guardrails on Anthropic's Fable,290,273,2026-06-10 16:42:00
48450024,Klondike Solitaire game for curses in 5k of C,41,1,2026-06-08 19:08:12
48456808,L'Affaire Siloxane,180,28,2026-06-09 05:21:39
48477400,Apache Burr: Build reliable AI agents and applications,183,95,2026-06-10 15:01:06
48475100,"All 9,300 Japanese train station, animated by the year it opened (1872–2026)",210,73,2026-06-10 12:11:28
48476136,A €0.01 bank transfer could compromise a banking AI agent,170,161,2026-06-10 13:39:11
48469658,macOS Container Machines,1202,419,2026-06-10 00:29:01
48442932,"Buy a train, bridge or tracks from the Swiss Railway",167,98,2026-06-08 09:05:29
48480719,Policy on the AI Exponential,142,199,2026-06-10 18:36:04
48447378,"'They take you out of life, out of time': a journey into Spain's cave paintings",67,25,2026-06-08 16:23:16
