id,title,score,comments,time
49554520,Qwen 3.8 27B available on Cerebras at 1500 tokens/s,280,93,2026-09-03 18:32:13
49526453,The largest electric aircraft just flew [video],28,16,2026-09-01 19:02:34
49555691,OpenAI's GPT-6 Astra on ARC-AGI-3,52,17,2026-09-03 19:45:00
49526298,Xanadu was waiting for agents,22,8,2026-09-01 18:50:42
49551096,"Ask HN: Why were OpenAI, Claude, and Grok simultaneously down?",271,484,2026-09-03 15:07:01
49552616,Launch HN: Mireye (YC S26) – Infrastructure for Physical World AI Agents,24,1,2026-09-03 16:24:13
49544762,Go grandmaster Shin defeats AI KataGo with a two-stone handicap,91,21,2026-09-03 01:11:22
49515558,How to get a free .arpa domain,78,8,2026-08-31 22:21:58
49522137,The browser's main thread is expensive,348,125,2026-09-01 14:00:15
49554273,OpenAI begins rolling out GPT-6 Astra,215,205,2026-09-03 18:18:22
