id,title,score,comments,time
49184755,"Changes at Google DeepMind: Demis Hassabis from CEO to Chair, Jeff Dean departs",502,609,2026-08-05 16:05:31
49191624,Nashville uses eminent domain to block data center near zoo,12,1,2026-08-06 02:15:14
49187061,"Born Against, or why hobby programming communities are against LLM usage",152,152,2026-08-05 18:37:49
49186720,Sycophantic AI Decreases Prosocial Intentions and Promotes Dependence (2025),79,56,2026-08-05 18:17:03
49183017,The Entropy of a Markov Chain,107,9,2026-08-05 14:00:10
49181519,Why Erdős Problems Are Falling to AI,126,125,2026-08-05 11:49:34
49182695,Painting with Gaussians,92,16,2026-08-05 13:34:32
49188916,When online commenters detect my art as AI,14,9,2026-08-05 20:58:52
49187977,Meta Ran Ads That Contained AI-Generated Child Sexual Abuse Imagery,250,199,2026-08-05 19:47:26
49184355,See the Sun like never before with most detailed images yet,38,4,2026-08-05 15:33:23
49183714,Proxmox VE now available for ARM64,51,15,2026-08-05 14:42:09
