id,title,score,comments,time
48109460,Why senior developers fail to communicate their expertise,422,190,2026-05-12 15:08:40
48111581,Reimagining the mouse pointer for the AI era,163,133,2026-05-12 17:40:13
48100364,Foucault's Order of Things Explained with Trading Cards [video],25,14,2026-05-11 20:38:40
48109962,Launch HN: Voker (YC S24) – Analytics for AI Agents,44,19,2026-05-12 15:45:20
48111143,Show HN: Agentic interface for mainframes and COBOL,61,37,2026-05-12 17:10:22
48108778,Show HN: Statewright – Visual state machines that make AI agents reliable,83,27,2026-05-12 14:24:55
48110593,Show HN: Gigacatalyst – Extend your SaaS with an embedded AI builder,43,17,2026-05-12 16:32:54
48115848,The Cost of Doing Business: How SF's Tax Structure Constrains Economic Growth [pdf],7,5,2026-05-12 23:16:41
48107024,Text Blaze (YC W21) Is Hiring for a No-AI Summer Internship,1,0,2026-05-12 12:00:46
48082763,Israel's AI targeting system: how data from a phone become a death sentence,108,35,2026-05-10 10:51:47
48100706,Postmortem: TanStack NPM supply-chain compromise,1065,446,2026-05-11 21:08:25
