id,title,score,comments,time
49563386,Google AI Mode shows same products 21.6% more expensive than traditional search,232,40,2026-09-04 11:59:15
49563355,Discovery of a new OpenAI agent message board,684,477,2026-09-04 11:54:53
49565693,"GMails custom domain ""send as"" discontinues January 2027",66,55,2026-09-04 15:03:03
49554520,Qwen 3.8 27B available on Cerebras at 1500 tokens/s,641,210,2026-09-03 18:32:13
49526453,The largest electric aircraft just flew [video],415,302,2026-09-01 19:02:34
49563784,"Nearly impossible? How Fairphone built the ethical, repairable Fairphone Gen 6+",109,89,2026-09-04 12:43:49
49544762,Go grandmaster Shin defeats AI KataGo with a two-stone handicap,419,162,2026-09-03 01:11:22
49526298,Xanadu was waiting for agents,141,57,2026-09-01 18:50:42
49561975,"Carbon-aware electricity pricing, measured daily on 38 grids",73,61,2026-09-04 08:19:57
49515558,How to get a free .arpa domain,162,16,2026-08-31 22:21:58
49520356,Welcome to the Porcelain Insulator Collector's World of Mud,15,4,2026-09-01 11:06:33
49551096,"Ask HN: Why were OpenAI, Claude, and Grok simultaneously down?",384,547,2026-09-03 15:07:01
