id,title,score,comments,time
48403980,Anthropic's open-source framework for AI-powered vulnerability discovery,319,101,2026-06-04 20:11:20
48406358,Open Code Review – An AI-powered code review CLI tool,83,20,2026-06-05 00:04:29
48406198,South Korean Forums Will Need to Scan Every Images with AI Censorship Tools,52,23,2026-06-04 23:45:56
48400842,When AI Builds Itself: Our progress toward recursive self-improvement,380,504,2026-06-04 16:20:17
48366090,Samurai City,124,21,2026-06-02 04:32:19
48373266,I made a kernel 2.2x faster. It made my training loop 3x slower,13,1,2026-06-02 17:26:13
48354136,Go Experiments Explained,3,0,2026-06-01 08:39:31
48405841,Latent Agents: A Post-Training Procedure for Internalized Multi-Agent Debate,18,0,2026-06-04 23:01:40
48407088,RAG Without Persona Modeling Fails Patient Clinical Relevance,3,0,2026-06-05 01:59:32
48370558,3D-printed book turns its own G-code into raised lettering,77,28,2026-06-02 14:15:15
48392004,"Failing grades soar with AI usage, dwindling math skills in Berkeley CS classes",744,722,2026-06-04 00:18:02
48399528,"AI, Ashby Engineering, and the future",58,38,2026-06-04 14:48:44
48356563,Show HN: Prela – Purely Algebraic Relation Combinators,63,13,2026-06-01 13:26:01
