id,title,score,comments,time
48761536,"AI can't be listed as inventor on patent applications, Japan's top court rules",284,148,2026-07-02 13:43:41
48762725,Spain Orders Blacklist of Palantir from Public and Private Companies,287,76,2026-07-02 15:02:26
48756602,Kimi K2.7 Code is generally available in GitHub Copilot,370,155,2026-07-02 04:32:41
48760201,Is One Layer Enough? A Single Transformer Layer Matches Full-Parameter RL Train,113,28,2026-07-02 12:10:24
48761229,The Egg Bandits Made a Thousand Times the Fine They Just Paid for Price Fixing,317,151,2026-07-02 13:25:25
48759870,The primary purpose of code review is to find code that will be hard to maintain,263,147,2026-07-02 11:41:27
48765607,Vulkan is now available on NetBSD,3,0,2026-07-02 18:36:09
48762000,Show HN: Mail Memories – A desktop app to rescue photos from Gmail,93,38,2026-07-02 14:16:57
48765743,Klara and the Sun Essay Contest – $1k Prize – AI Use Allowed,13,12,2026-07-02 18:48:58
48764326,Weird Al Yankovic Pulled Out of AI Ad Deal: 'I Can't Be the Poster Boy for AI',24,7,2026-07-02 17:03:30
