id,title,score,comments,time
49331423,AI-Generated GitHub Copilot “Autofix” Allowed Compromise of Snowflake's Jira,201,92,2026-08-17 14:18:38
49331220,How to disable or avoid intrusive AI,154,65,2026-08-17 14:07:56
49332751,Launch HN: Speko (YC S26) – OpenRouter for Voice AI,60,34,2026-08-17 15:36:18
49329575,"GPT 5.6 Sol is the best ""vision"" model OpenAI ever released",228,120,2026-08-17 12:09:42
49330215,Show HN: Sokoban AI Solver,52,32,2026-08-17 13:07:00
49325789,On AI regulation and messaging,212,428,2026-08-17 01:59:56
49334409,An Update on Leaving Gmail for Fastmail,5,1,2026-08-17 17:15:20
49332564,Anthropic's War on open source AI,95,38,2026-08-17 15:24:34
49335009,Apple AirTag reveals how Amazon destroys rare books for AI training,9,2,2026-08-17 17:55:50
49335216,"Amazon, which started off selling books, is destroying rare texts to train AI",11,1,2026-08-17 18:10:16
49335468,Tim O'Reilly – Why Open Source Matters for AI,4,0,2026-08-17 18:25:53
