id,title,score,comments,time
47118990,Bitmovin (YC S15) Is Hiring Interns in AI for Summer 2026 in Austria,1,0,2026-02-23 07:01:20
47119210,"Pope tells priests to use their brains, not AI, to write homilies",285,253,2026-02-23 07:33:57
47119871,Show HN: AI Timeline – 171 LLMs from Transformer (2017) to GPT-5.3 (2026),15,11,2026-02-23 09:07:44
47117966,Pinterest is drowning in a sea of AI slop and auto-moderation,44,30,2026-02-23 04:03:58
47111400,Man accidentally gains control of 7k robot vacuums,318,179,2026-02-22 14:44:42
47115805,Google restricting Google AI Pro/Ultra subscribers for using OpenClaw,677,567,2026-02-22 23:07:55
47066446,How to train your program verifier,63,13,2026-02-18 21:10:09
47117169,Aqua: A CLI message tool for AI agents,61,31,2026-02-23 02:07:27
47104251,Rhythms the Compendium: Life aboard an aircraft carrier (2021),26,2,2026-02-21 20:16:40
47086900,"A bug is a bug, but a patch is a policy: The case for bootable containers",10,7,2026-02-20 11:56:25
