id,title,score,comments,time
48109460,Why senior developers fail to communicate their expertise,185,78,2026-05-12 15:08:40
48111143,Show HN: Agentic interface for mainframes and COBOL,28,10,2026-05-12 17:10:22
48110593,Show HN: Gigacatalyst – Extend your SaaS with an embedded AI builder,24,8,2026-05-12 16:32:54
48108778,Show HN: Statewright – Visual state machines that make AI agents reliable,23,6,2026-05-12 14:24:55
48100706,Postmortem: TanStack NPM supply-chain compromise,1037,433,2026-05-11 21:08:25
48107024,Text Blaze (YC W21) Is Hiring for a No-AI Summer Internship,1,0,2026-05-12 12:00:46
48109962,Launch HN: Voker (YC S24) – Analytics for AI Agents,29,13,2026-05-12 15:45:20
48100433,"If AI writes your code, why use Python?",819,867,2026-05-11 20:45:55
48098261,UCLA discovers first stroke rehabilitation drug to repair brain damage (2025),425,86,2026-05-11 17:53:08
48110529,"Amazon employees are ""tokenmaxxing"" due to pressure to use AI tools",186,168,2026-05-12 16:29:21
48111527,FairyFuse: Multiplication-Free LLM Inference on CPUs via Fused Ternary Kernels,3,0,2026-05-12 17:35:51
48100662,I let AI build a tool to help me figure out what was waking me up at night,259,273,2026-05-11 21:04:10
48111581,Reimagining the mouse pointer for the AI era,53,43,2026-05-12 17:40:13
48094641,Google says criminal hackers used AI to find a major software flaw,232,171,2026-05-11 13:20:14
