id,title,score,comments,time
49154228,AirLLM 70B inference with single 4GB GPU,63,29,2026-08-03 11:15:48
49152842,Bonsai: Janestreet's UI Library,156,56,2026-08-03 08:29:57
49078856,Walk on Decomposed Subdomains,12,0,2026-07-28 03:17:03
49154127,Show HN: Nightcrawler – A local AI pentesting agent running on a smartphone,54,19,2026-08-03 11:06:15
49115935,Train Simulator Controller,55,2,2026-07-30 21:18:39
49153029,PISIGuard: Protect your personal and sensitive info when you chat with AI,19,12,2026-08-03 08:54:00
49156299,Why does Mail app contact iCloud when sending a non-iCloud email?,6,0,2026-08-03 14:29:51
49152222,The AI Productivity Gap,80,74,2026-08-03 07:07:20
49156098,Apple launches legal challenge against UK attempt to access encrypted user data,4,0,2026-08-03 14:15:00
49153481,EU enforces labeling AI generated content,34,17,2026-08-03 09:46:26
