id,title,score,comments,time
48621517,JSON-LD Explained for Personal Websites,24,3,2026-06-21 18:51:47
48608645,Loupe – A iOS app that raises awareness about what native apps can see,478,194,2026-06-20 12:08:23
48620462,Burnout is real for open source maintainers,82,41,2026-06-21 16:56:18
48613555,Slow breathing modulates brain function and risk behavior,344,97,2026-06-20 22:22:52
48615569,The brain was not designed for this much bad news,311,265,2026-06-21 04:02:08
48616017,The 100k whys of AI,152,93,2026-06-21 05:45:21
48617782,The case against geometric algebra (2024),113,102,2026-06-21 11:06:55
48615680,Building reliable agentic AI systems,172,41,2026-06-21 04:28:39
48621706,Secretive Wall Street Powerhouse Jane Street Seizes AI Spotlight,6,1,2026-06-21 19:12:07
48615776,Don’t use AI to write things that you present as your own work,48,55,2026-06-21 04:50:46
