id,title,score,comments,time
46708678,"Waiting for dawn in search: Search index, Google rulings and impact on Kagi",67,33,2026-01-21 17:28:03
46709320,"GenAI, the Snake Eating Its Own Tail",20,9,2026-01-21 18:14:34
46708315,Autonomous (YC F25) is hiring – AI-native financial advisor at 0% advisory fees,1,0,2026-01-21 17:00:54
46709543,Show HN: Rails UI,5,5,2026-01-21 18:31:19
46706796,Show HN: yolo-cage – AI coding agents that can't exfiltrate secrets,28,50,2026-01-21 15:13:29
46695628,"A 26,000-year astronomical monument hidden in plain sight (2019)",546,108,2026-01-20 18:16:09
46707699,Tell HN: Bending Spoons laid off almost everybody at Vimeo yesterday,179,117,2026-01-21 16:14:39
46707464,Show HN: I built a chess explorer that explains strategy instead of just stats,7,1,2026-01-21 15:56:42
46698370,Which AI Lies Best? A game theory classic designed by John Nash,182,76,2026-01-20 22:09:49
46701114,"Libbbf: Bound Book Format, A high-performance container for comics and manga",97,63,2026-01-21 04:27:08
46705512,The first 100 days as a Renovate maintainer,16,1,2026-01-21 13:35:41
