id,title,score,comments,time
48457830,Microsoft's open source tools were hacked to steal passwords of AI developers,354,146,2026-06-09 07:33:16
48458586,Cleaning up after AI rockstar developers,219,128,2026-06-09 09:10:10
48450142,Apple reveals new AI architecture built around Google Gemini models,671,522,2026-06-08 19:14:47
48446428,xAI is looking more like a datacentre REIT than a frontier lab,634,492,2026-06-08 15:13:43
48449084,Siri AI,631,634,2026-06-08 18:17:53
48461311,Unified Controllable and Faithful Text-to-CAD Generation with LLMs,5,0,2026-06-09 14:04:54
48449665,Apple Core AI Framework,337,97,2026-06-08 18:47:38
48449187,Ask HN: What are tools you have made for yourself since the advent of AI?,380,624,2026-06-08 18:22:39
48446893,AI is slowing down,621,694,2026-06-08 15:46:37
48452000,Apple bets cheaper AI will woo small developers,79,35,2026-06-08 21:02:00
