id,title,score,comments,time
47438723,Astral to Join OpenAI,1231,761,2026-03-19 13:05:50
47442690,Google details new 24-hour process to sideload unverified Android apps,532,623,2026-03-19 17:16:04
47442452,Launch HN: Voltair (YC W26) – Drone and charging network for power utilities,58,21,2026-03-19 16:57:02
47446373,Be intentional about how AI changes your codebase,70,28,2026-03-19 21:23:24
47441629,Launch HN: Canary (YC W26) – AI QA that understands your code,39,13,2026-03-19 16:01:30
47445175,Tesla: Failure of the FSD's degradation detection system [pdf],165,91,2026-03-19 20:09:02
47444748,Anthropic takes legal action against OpenCode,383,309,2026-03-19 19:37:26
47443675,Thoughts on OpenAI acquiring Astral and uv/ruff/ty,28,6,2026-03-19 18:23:20
47444195,A rogue AI led to a serious security incident at Meta,134,115,2026-03-19 18:59:02
47444212,Show HN: I built a P2P network where AI agents publish formally verified science,33,9,2026-03-19 19:00:43
