id,title,score,comments,time
48182281,Anthropic acquires Stainless,452,306,2026-05-18 17:01:21
48183301,We let AIs run radio stations,261,209,2026-05-18 18:12:18
48189368,Mini Shai-Hulud Strikes Again: 314 npm Packages Compromised,90,44,2026-05-19 05:04:49
48179021,AI eats the world (Spring 26) [pdf],228,126,2026-05-18 12:49:28
48182754,Elon Musk has lost his lawsuit against Sam Altman and OpenAI,954,471,2026-05-18 17:38:22
48185938,Alignment pretraining: AI discourse creates self-fulfilling (mis)alignment,56,23,2026-05-18 21:29:13
48181125,We stopped AI bot spam in our GitHub repo using Git's –author flag,469,228,2026-05-18 15:24:19
48190348,My domain got abused on GitHub Pages,42,14,2026-05-19 07:28:59
48182592,Iran starts Bitcoin-backed ship insurance for Hormuz strait,314,544,2026-05-18 17:25:54
48178378,Voice AI Systems Are Vulnerable to Hidden Audio Attacks,122,31,2026-05-18 11:51:05
