id,title,score,comments,time
49755095,Mathematicians Build Long-Awaited Graph Sandwich,12,0,2026-09-18 14:41:02
49755431,GrassLobster: AI Agentic Generation of Parametric Geometry Workflows,7,0,2026-09-18 15:04:54
49752614,"Warren Buffett Steps Down as Berkshire Chairman, Names Son to Replace Him",194,129,2026-09-18 11:01:44
49746618,Bonsai 2 27B: Near-Lossless Compression in a 9x Smaller Footprint,525,172,2026-09-17 21:13:31
49746163,"Bend – A language that blocks AI mistakes via proof, on CPU and GPU",561,286,2026-09-17 20:36:13
49752056,Microsoft exec called AI scraping 'the largest theft of labor in human history',650,561,2026-09-18 09:45:07
49755590,AI is an elite crime spree,14,1,2026-09-18 15:15:33
49749656,A heap overflow and SSO misconfiguration to compromise OpenAI internal repos,410,175,2026-09-18 02:47:24
49710447,"Diplodocus, Long Thought Exclusively American, Turns Up in Spain",90,53,2026-09-15 10:46:24
49755468,OpenAI 'ethically hacked' with help of Anthropic's Claude chatbot,6,1,2026-09-18 15:07:08
49755568,With a Shovel of Salt: AI Success Stories and the Retraction Gap,4,1,2026-09-18 15:14:06
49755533,"Human brain is two separate organs, research finds",7,4,2026-09-18 15:12:07
