id,title,score,comments,time
48579913,[x86] AI Compute Extensions (ACE) Specification,18,6,2026-06-18 02:32:01
48572553,Launch HN: Adam (YC W25) – Open-Source AI CAD,168,84,2026-06-17 16:14:04
48537763,I restarted a 10 year old Xeon 174 times to delete 12 flags and gain 4 TPS,10,1,2026-06-15 07:27:42
48573221,Trellis AI (YC W24)  hiring a product lead to build agents for healthcare access,1,0,2026-06-17 17:00:02
48566832,The founder's playbook: Building an AI-native startup,218,155,2026-06-17 07:04:42
48573757,Using AI to improve a challenging reaction in medicinal chemistry,51,20,2026-06-17 17:34:20
48570948,AI demands more engineering discipline. Not less,352,177,2026-06-17 14:20:44
48531590,Abandoned and Little-Known Airfields,144,53,2026-06-14 19:25:21
48571851,TREX: An AI code reviewer that runs your code,54,10,2026-06-17 15:29:01
48580103,Meta head of product for 'AI for work' transformation is leaving company,13,1,2026-06-18 02:49:25
48571482,Language Courses in the Public Domain,36,0,2026-06-17 15:01:13
