id,title,score,comments,time
47320600,Yann LeCun raises $1B to build AI that understands the physical world,341,328,2026-03-10 08:46:53
47326101,Launch HN: RunAnywhere (YC W26) – Faster AI Inference on Apple Silicon,183,104,2026-03-10 17:14:52
47324087,Debian decides not to decide on AI-generated contributions,286,213,2026-03-10 14:53:13
47329608,Universal vaccine against respiratory infections and allergens,110,36,2026-03-10 22:33:48
47327163,Networking with agents: Put them in the right conversations with Tailscale,17,3,2026-03-10 18:38:44
47323017,"After outages, Amazon to make senior engineers sign off on AI-assisted changes",453,399,2026-03-10 13:31:17
47293337,Roblox is minting teen millionaires,64,66,2026-03-08 01:20:05
47317288,Open Weights isn't Open Training,79,28,2026-03-09 23:37:08
47286657,"The Gervais Principle, or the Office According to “The Office” (2009)",290,124,2026-03-07 11:28:37
47328071,Against vibes: When is a generative model useful,21,0,2026-03-10 19:59:39
47322033,PgAdmin 4 9.13 with AI Assistant Panel,85,29,2026-03-10 11:58:36
