id,title,score,comments,time
49477854,U.S. sanctions against the A/I Collective,548,542,2026-08-28 12:58:53
49486081,"StemDeck, a free, open-source and local AI stem separator",66,13,2026-08-29 01:24:13
49484925,Identifying fake cosmetics using AI,47,19,2026-08-28 22:18:27
