id,title,score,comments,time
47783024,AI-Assisted Cognition Endangers Human Development,105,49,2026-04-15 18:16:50
47738081,"Fix monitor that goes black, off or blinks due to static electricity in chair",43,25,2026-04-12 10:27:08
47780971,Show HN: Libretto – Making AI browser automations deterministic,45,9,2026-04-15 15:57:54
47781912,Adaptional (YC S25) Is Hiring Founding AI Engineers,1,0,2026-04-15 17:00:56
47708627,Pretty Fish: A better mermaid diagram editor,113,23,2026-04-09 19:32:20
47774971,Google Gemma 4 Runs Natively on iPhone with Full Offline AI Inference,242,158,2026-04-15 05:19:06
47778050,Study: Back-to-basics approach can match or outperform AI in language analysis,33,16,2026-04-15 12:21:47
47778308,AI ruling prompts warnings from US lawyers: Your chats could be used against you,126,76,2026-04-15 12:51:13
47779730,"Elevated errors on Claude.ai, API, Claude Code",230,209,2026-04-15 14:44:00
47768339,Turn your best AI prompts into one-click tools in Chrome,187,104,2026-04-14 17:09:43
47775653,My AI-Assisted Workflow,79,106,2026-04-15 07:08:18
47778920,US v. Heppner (S.D.N.Y. 2026) no attorney-client privilege for AI chats [pdf],85,77,2026-04-15 13:47:40
