id,title,score,comments,time
48500012,AI agent bankrupted their operator while trying to scan DN42,1121,427,2026-06-12 04:42:53
48502321,The Future of Email,143,165,2026-06-12 10:38:31
48504912,Slightly reducing the sloppiness of AI generated front end,9,1,2026-06-12 14:48:38
48502601,Ryanair dark UX patterns summer 2026 refresher,168,126,2026-06-12 11:11:42
48489229,Anthropic apologizes for invisible Claude Fable guardrails,474,413,2026-06-11 12:05:02
48447598,Ear Training Practice,289,118,2026-06-08 16:38:07
48446673,How Terry Tao became an evangelist for AI in math,153,142,2026-06-08 15:30:09
48497576,A jacket that harvests drinking water from the air,119,80,2026-06-11 22:59:22
48500404,Digital Sovereignty Becomes an Imperative as the US Reads Dutch Emails,186,200,2026-06-12 05:53:19
48502750,AI will be massively deflationary,15,2,2026-06-12 11:28:59
