id,title,score,comments,time
48158400,"Moving away from Tailwind, and learning to structure my CSS",27,4,2026-05-16 09:14:26
48157559,Frontier AI has broken the open CTF format,211,177,2026-05-16 07:01:55
48153379,I believe there are entire companies right now under AI psychosis,1521,785,2026-05-15 20:26:47
48130468,Gaining control of every projector and camera on campus,53,15,2026-05-14 02:37:22
48155324,The main thing about P2P meth is that there's so much of it (2021),150,174,2026-05-15 23:37:32
48148460,A 0-click exploit chain for the Pixel 10,397,215,2026-05-15 13:39:54
48159227,OpenClaw Creator Spent $1.3M on OpenAI Tokens in 30 Days,62,72,2026-05-16 11:34:04
48150900,"Bun Rust rewrite: ""codebase fails basic miri checks, allows for UB in safe rust""",433,305,2026-05-15 16:51:25
48150723,OpenAI is connecting ChatGPT to bank accounts via Plaid,85,117,2026-05-15 16:38:50
48159291,Prepare for an AI Jobs Apocalypse,11,0,2026-05-16 11:45:08
