id,title,score,comments,time
48325340,Notes from the Mistral AI Now Summit in Paris,244,59,2026-05-29 16:22:01
48327962,Shift will clean homes for free to train future robots,14,22,2026-05-29 19:16:32
48325306,Liquid AI reveals 8B-A1B MoE trained on 38T,75,18,2026-05-29 16:19:54
48321631,Is AI causing a repeat of frontend’s lost decade?,217,197,2026-05-29 11:09:32
48324910,CAPTCHAs can still detect AI agents,53,34,2026-05-29 15:57:37
48326659,Robinhood now lets your AI agents trade stocks,61,109,2026-05-29 17:46:27
48322929,Expertise in the age of AI,84,83,2026-05-29 13:35:13
48327222,AI will be used to estimate age of asylum seekers from next year,30,23,2026-05-29 18:23:03
48276152,Orchestrating AI code review at scale,123,49,2026-05-26 07:06:28
48327360,Why German trains are never on time anymore,17,4,2026-05-29 18:31:23
48291016,Even (very) noisy LLM evaluators are useful for improving AI agents,27,8,2026-05-27 07:49:56
