id,title,score,comments,time
48663324,"OpenAI unveils its first custom chip, built by Broadcom",220,170,2026-06-24 17:47:00
48664384,Thomann takes legal action against Fender,51,7,2026-06-24 19:08:22
48660711,RubyLLM: A Ruby framework for all major AI providers,265,40,2026-06-24 14:41:41
48660579,PR spam today looks like email spam in the early 2000s,94,63,2026-06-24 14:32:12
48662452,Big AI labs are hiring philosophers,22,12,2026-06-24 16:40:13
48637868,Why eval startups fail (2025),77,50,2026-06-22 23:20:53
48646165,Show HN: peerd – AI agent harness that runs entirely in your browser,38,16,2026-06-23 15:05:00
48660839,"For Most of the World, Open-Source AI Is the Only Way Forward",149,98,2026-06-24 14:50:22
48661535,Boffin claims Microsoft’s “quantum leap” is invalid due to “basic Python errors”,121,45,2026-06-24 15:37:18
48658095,"Haystack: Open-Source AI Framework for Production Ready Agents, RAG",78,21,2026-06-24 11:21:32
48661911,CAPTCHAs have failed for 20 years,59,48,2026-06-24 16:02:32
48664063,"Reducing tick density along recreational trails in Ottawa, Canada",7,0,2026-06-24 18:42:12
48658361,Minimus container images are now free,111,73,2026-06-24 11:52:12
48662546,Medical diagnosis AIs can be tricked into telling whose data trained them,20,1,2026-06-24 16:46:55
