id,title,score,comments,time
46264492,Hashcards: A plain-text spaced repetition system,244,104,2025-12-14 16:55:29
46268844,"Microsoft Copilot AI Comes to LG TVs, and Can't Be Deleted",30,12,2025-12-15 00:35:41
46262021,Shai-Hulud compromised a dev machine and raided GitHub org access: a post-mortem,189,114,2025-12-14 10:07:00
46262816,AI and the ironies of automation – Part 2,208,91,2025-12-14 13:19:15
46268469,Our emotional pain became a product,18,5,2025-12-14 23:50:32
46265811,GNU recutils: Plain text database,115,35,2025-12-14 19:08:57
46268358,Scam Compounds Become Targets in Thai-Cambodian Border War,12,2,2025-12-14 23:37:56
46268452,AI agents are starting to eat SaaS,70,87,2025-12-14 23:48:37
46223617,Show HN: Cargo-rail: graph-aware monorepo tooling for Rust; 11 deps,56,3,2025-12-10 20:49:22
46258163,Recovering Anthony Bourdain's Li.st's,287,133,2025-12-13 21:18:01
46262950,"Apple Maps claims it's 29,905 miles away",143,128,2025-12-14 13:45:41
