id,title,score,comments,time
49063022,US citizen charged after GrapheneOS phone wipes during airport search,311,198,2026-07-26 22:21:41
49057877,The New AI Superpowers: Focus and Followthrough,162,49,2026-07-26 13:13:03
49024980,Rethinking legal education in the AI era,142,87,2026-07-23 17:12:48
49058669,London Gatwick has launched a robotic airport parking service,272,233,2026-07-26 14:40:27
49062259,Multiway Turing Machines (2021 pre-ai),20,3,2026-07-26 20:49:43
49056620,Terence Tao: Mathematics in the Age of AI [pdf],109,48,2026-07-26 10:32:35
49060592,It's not empowering to hand off the details,188,108,2026-07-26 17:58:02
49052570,What is happening to jobs? Separating AI hype from reality,250,319,2026-07-25 22:51:10
49055169,GrapheneOS protections against data extraction from locked devices,398,223,2026-07-26 05:57:22
49063397,Wattage: A token-spend profiler and cost-regression gate for AI agents,4,1,2026-07-26 23:27:35
