id,title,score,comments,time
48299753,YouTube to automatically label AI-generated videos,61,29,2026-05-27 20:00:51
48296794,I think Anthropic and OpenAI have found product-market fit,368,455,2026-05-27 16:39:13
48296649,DuckDuckGo search saw 28% more visits after Google said people love AI mode,431,222,2026-05-27 16:28:41
48266323,In-Browser Container Builds,31,10,2026-05-25 13:00:27
48295679,Tech CEOs are apparently suffering from AI psychosis,397,189,2026-05-27 15:20:47
48297976,Valve raises Steam Deck prices by more than $200,156,116,2026-05-27 17:58:47
48296359,Training our own AI models,167,110,2026-05-27 16:08:42
48295071,"Show HN: Open-source Workspace (mail,docs,spreadsheet,drive) web/iOS",44,19,2026-05-27 14:36:41
48289950,"Claude Code as a Daily Driver: Claude.md, Skills, Subagents, Plugins, and MCPs",306,210,2026-05-27 05:13:39
48292224,I'm Tired of Talking to AI,1787,868,2026-05-27 10:43:25
48228728,The Structural Barriers to AI Lawyers,62,75,2026-05-21 20:51:36
48297825,The AI tech job slaughter gets real,13,1,2026-05-27 17:49:19
48295838,An Update on Composer and Packagist Supply Chain Security,19,1,2026-05-27 15:31:15
